  4413.52	 3811.80
  2692.89	 4180.52
  3325.51	 2990.39
  3391.60	 3991.92
   268.77	  841.74
   299.27	  746.67
   387.73	 1929.36
   413.73	 1711.24
   419.91	 1513.12
   421.38	 1510.09
   477.38	  747.18
   487.53	 2082.29
   516.75	 2393.43
   524.74	 1587.03
   569.71	 1976.50
   605.04	 2121.95
   624.26	  966.12
   655.11	 1985.89
   671.23	 1352.35
   671.41	  980.20
   728.69	 2082.62
   730.49	 3364.59
   745.33	 2542.97
   759.46	 2074.00
   765.12	 3153.71
   784.77	 3201.05
   793.35	 1893.21
   802.73	 1397.52
   818.78	 1863.51
   829.47	  961.63
   838.55	  590.76
   840.04	 1264.77
   855.35	 1507.17
   863.45	 2405.82
   880.83	 3727.30
   883.90	 2267.11
   886.35	 3375.29
   898.60	 2727.98
   900.87	 1045.40
   917.07	 1177.97
   927.54	 1336.39
   935.85	 1525.50
   940.08	 2829.44
   945.42	 1057.13
   953.59	 1176.51
   972.27	 2418.51
   975.89	 4074.35
   976.19	 1354.36
   983.29	 2347.48
   995.38	 3892.18
  1014.29	 1905.62
  1021.44	 1526.45
  1021.54	  748.43
  1028.12	 1079.34
  1031.60	 1930.79
  1039.41	 3034.82
  1043.46	 1523.18
  1046.58	  940.04
  1056.92	  616.24
  1057.15	 3718.95
  1057.71	 2459.94
  1059.20	 2591.17
  1062.64	 2720.45
  1070.71	 2435.71
  1089.68	 2585.40
  1089.78	 2347.63
  1116.66	 2859.39
  1117.67	 1291.89
  1126.47	 1717.01
  1134.38	  955.86
  1151.48	 3933.94
  1153.62	 2065.86
  1153.70	  787.45
  1158.90	 1789.28
  1169.01	 3428.20
  1183.42	 1865.14
  1190.45	 4131.99
  1205.57	 1663.00
  1214.22	 1683.59
  1234.79	 1550.74
  1237.40	 1018.55
  1237.71	 1219.71
  1240.38	  578.29
  1241.57	 1970.60
  1257.13	 2762.55
  1263.45	 1641.08
  1272.06	 2607.56
  1282.58	 4448.26
  1285.85	 3343.74
  1286.84	 2791.61
  1290.49	 2594.72
  1290.86	 1381.29
  1296.09	 3304.91
  1298.82	 2924.44
  1298.84	 1241.47
  1306.58	 2564.93
  1309.97	  930.58
  1311.08	 2946.29
  1322.97	 2908.99
  1326.09	 2679.58
  1328.55	 3331.14
  1335.06	 2001.88
  1350.18	 2296.61
  1353.57	 2767.83
  1359.53	 2865.84
  1364.70	 1304.43
  1375.52	  816.52
  1377.75	 1020.17
  1382.28	 3238.61
  1389.14	 3438.14
  1389.74	 2468.11
  1393.66	 4045.08
  1396.63	 2434.84
  1398.09	 2821.12
  1403.17	 2949.01
  1414.75	 2673.93
  1426.69	 1660.13
  1450.18	 2328.91
  1452.35	 2813.75
  1452.35	 1787.22
  1462.20	 3436.46
  1480.84	  697.40
  1488.08	 2812.44
  1496.22	 3516.26
  1496.30	 3419.74
  1499.63	 1887.60
  1501.88	 2568.36
  1503.62	 4547.70
  1505.42	 3497.23
  1514.31	 3075.53
  1519.72	 1674.94
  1521.49	 1637.88
  1529.13	 3662.50
  1529.69	 2506.89
  1535.02	 2824.68
  1537.30	 3421.71
  1539.85	 2260.10
  1540.02	 3203.48
  1547.88	  692.96
  1556.65	 1110.96
  1566.65	 2018.08
  1584.58	  530.57
  1594.57	 1869.72
  1601.09	 2497.99
  1606.23	 2496.96
  1608.22	 3627.22
  1614.98	 3461.62
  1628.58	 2159.20
  1637.83	 2401.61
  1660.49	 2785.45
  1668.60	 1281.08
  1668.95	 3653.98
  1683.41	  928.61
  1686.29	 1393.83
  1692.02	  643.94
  1697.06	 2469.36
  1699.41	 4705.86
  1703.68	 2526.67
  1706.42	 2989.31
  1711.31	 3260.79
  1718.47	  630.42
  1727.64	 1741.21
  1731.47	 2050.87
  1735.87	 2241.04
  1750.27	 1169.84
  1760.55	 1148.27
  1764.63	 1347.06
  1770.83	 2707.77
  1775.57	  854.59
  1777.94	 1202.73
  1778.36	 1351.01
  1779.04	 1385.22
  1779.15	 1142.44
  1782.88	 1776.82
  1788.84	 3574.83
  1796.20	 1071.72
  1798.48	 1287.89
  1800.93	 2900.79
  1818.76	  765.15
  1820.24	 2962.67
  1825.90	 1752.56
  1846.62	 3195.04
  1847.60	 1399.29
  1852.58	 1930.22
  1867.66	 2176.26
  1871.42	 1987.59
  1872.44	 1927.59
  1879.24	 1878.87
  1879.27	 1920.19
  1879.95	 3008.48
  1880.99	  922.55
  1901.64	 2794.64
  1909.11	 1254.44
  1927.86	 1882.75
  1928.17	 1152.29
  1932.07	 2609.72
  1932.88	 2694.74
  1944.14	  716.63
  1944.17	 2870.04
  1945.35	  379.54
  1947.22	 1260.80
  1948.32	 2627.25
  1953.46	 2610.80
  1957.32	 1412.54
  1958.02	 4487.41
  1959.94	 2702.53
  1962.79	 1271.29
  1966.73	 2415.64
  1969.45	  848.82
  1973.18	 3707.17
  1975.93	 2505.24
  1976.32	 1139.54
  1978.85	  394.44
  1978.96	 1802.26
  1983.66	 1444.34
  1993.73	 1431.17
  2000.34	 2766.52
  2001.84	  849.63
  2006.69	 2080.23
  2009.80	 3564.79
  2022.41	 1798.55
  2023.70	 2881.23
  2026.20	 1009.43
  2033.83	 1150.72
  2034.03	 4024.27
  2040.38	 1428.18
  2043.74	  493.49
  2044.45	 2130.91
  2046.06	 1434.26
  2046.61	 1610.79
  2051.96	 1391.85
  2062.04	 2886.33
  2069.30	  965.99
  2077.85	 1841.35
  2082.18	 1604.52
  2087.80	 2878.54
  2090.37	  532.27
  2100.14	 3070.56
  2107.74	 1731.91
  2112.16	 2639.37
  2112.38	  607.82
  2113.10	 1948.66
  2118.88	 1188.95
  2119.38	 1527.93
  2130.87	 2190.89
  2132.34	 2446.20
  2134.56	 2607.02
  2134.95	 2066.79
  2135.40	 2135.85
  2137.36	 1030.98
  2146.69	 2910.02
  2147.08	 1244.75
  2151.01	 1230.44
  2156.63	 3583.24
  2161.55	 1017.05
  2166.25	  551.05
  2177.20	 1060.05
  2192.75	 1879.06
  2192.96	 4492.19
  2204.29	 1639.08
  2212.25	 3854.50
  2218.51	 2576.54
  2226.07	 2299.69
  2236.50	 4357.11
  2236.69	 2666.99
  2252.71	 2799.30
  2258.41	 1508.34
  2278.18	 1613.46
  2283.43	 2081.72
  2289.50	 3627.32
  2289.56	 2641.33
  2290.53	  910.65
  2291.94	 1261.09
  2296.93	 4291.56
  2300.10	 2917.88
  2307.56	 2122.04
  2316.14	 3170.09
  2328.77	 2091.94
  2338.98	 2724.23
  2340.38	 4380.47
  2341.31	 3068.40
  2342.08	 3754.70
  2342.95	 3128.95
  2344.62	 1166.85
  2345.78	 2477.77
  2346.91	 1982.34
  2347.85	 1164.68
  2352.03	 1616.57
  2360.52	 4411.53
  2366.22	 2471.12
  2366.42	 2797.64
  2369.74	  410.30
  2385.52	 3678.43
  2391.05	 3226.08
  2405.28	 2920.34
  2411.23	 3494.51
  2417.43	 2453.89
  2420.55	 3048.45
  2430.03	  546.70
  2432.80	 1707.34
  2434.53	  497.15
  2439.49	 2957.90
  2440.57	 3625.40
  2442.58	 2780.27
  2444.15	 2055.20
  2446.40	 4291.44
  2448.20	  620.26
  2452.47	 2636.97
  2457.76	 3615.38
  2457.77	 2613.12
  2467.59	 1211.37
  2469.76	 3016.70
  2474.16	  282.03
  2476.58	  303.76
  2479.27	 2732.07
  2483.30	  923.26
  2485.73	 3276.10
  2494.88	 3324.01
  2509.60	  444.05
  2509.91	 3406.83
  2520.04	 2454.18
  2526.89	 4546.09
  2527.66	  455.75
  2531.45	 2674.25
  2534.28	 2350.16
  2534.78	 1819.36
  2539.63	 2721.56
  2541.96	 3730.97
  2551.71	 2189.17
  2559.01	 1078.58
  2587.40	 3318.85
  2589.21	 2725.85
  2589.26	 3643.96
  2589.28	 4253.86
  2598.73	 1063.38
  2600.11	 3072.29
  2607.27	 3546.02
  2608.70	 2625.97
  2615.66	 1563.70
  2616.67	 1876.25
  2618.22	 3875.30
  2618.37	 3516.72
  2624.32	 2331.36
  2625.79	  402.93
  2636.46	 2456.06
  2647.52	 2591.65
  2667.17	 2916.78
  2670.15	  927.51
  2673.11	 2740.17
  2674.09	 4460.11
  2675.47	 1175.65
  2675.96	 2487.14
  2680.21	 1844.18
  2680.49	 4215.53
  2683.51	 2498.98
  2688.79	 3055.74
  2705.61	 1633.09
  2706.71	  646.87
  2709.23	 4402.59
  2709.68	 1741.70
  2712.83	 2219.23
  2714.43	 4105.19
  2719.33	 3428.45
  2721.00	 4122.31
  2722.41	 2822.04
  2724.03	 1856.52
  2724.81	 1923.00
  2726.40	 3620.20
  2731.53	 2096.84
  2740.64	 1680.78
  2754.47	 2818.88
  2754.55	 4421.94
  2757.98	 4451.99
  2758.18	 3368.52
  2759.82	 1644.52
  2765.44	 2845.54
  2768.02	 2278.62
  2774.90	 2079.03
  2777.72	 2035.96
  2779.60	  285.74
  2785.48	  870.40
  2786.87	 3383.25
  2787.28	 3182.34
  2791.78	 1921.21
  2794.90	 3068.27
  2797.18	 1498.51
  2804.53	 2027.34
  2806.86	 1783.36
  2811.90	 2671.02
  2812.73	 3175.24
  2812.87	  336.25
  2821.07	 2305.75
  2821.49	 3367.22
  2826.44	 2941.81
  2827.51	 1773.90
  2828.55	 1907.92
  2829.47	 2089.45
  2831.67	  657.96
  2832.94	 2927.75
  2834.34	 3892.95
  2834.37	 2484.41
  2837.32	 4474.24
  2838.57	 2664.43
  2844.78	 3969.08
  2845.67	 1386.16
  2845.76	 3277.44
  2847.60	 2554.50
  2847.84	 2559.30
  2848.79	 2943.40
  2854.38	 2792.62
  2854.70	 2804.90
  2859.22	 1172.84
  2859.85	 2933.34
  2872.37	 2091.69
  2873.72	 1848.44
  2874.25	 2751.92
  2880.68	 2538.72
  2881.18	 3867.83
  2881.58	  591.30
  2881.66	 2921.37
  2885.49	 3288.03
  2887.42	 2251.03
  2890.53	 1863.82
  2894.13	 1351.32
  2896.09	 1965.39
  2898.12	 2420.02
  2899.17	 1033.99
  2899.62	 2229.53
  2900.95	 1917.89
  2905.90	 3091.05
  2909.15	 3005.06
  2913.06	 4261.06
  2915.53	 1978.16
  2917.55	 2894.89
  2917.68	  206.96
  2918.99	 1623.64
  2925.24	 2899.52
  2927.40	 3085.11
  2927.75	 2076.71
  2928.30	 3354.77
  2929.00	 3104.15
  2929.39	 1834.87
  2930.91	 2434.41
  2934.82	 3270.21
  2937.27	 1076.70
  2937.50	 2226.88
  2944.90	 1162.74
  2946.07	 1829.93
  2949.46	 2975.43
  2960.64	 2719.44
  2967.26	 1565.26
  2969.15	  413.53
  2978.50	 2538.96
  2981.59	  966.19
  2982.48	 1662.09
  2986.02	 1956.06
  2986.59	 2450.06
  2992.43	 1070.32
  2997.21	 1511.67
  2997.34	 1961.55
  2998.94	 1685.95
  3000.68	 2325.80
  3002.18	 2463.82
  3004.84	 1418.83
  3011.67	  307.41
  3022.09	 2166.48
  3024.73	 1134.20
  3032.29	 3144.24
  3042.14	 4408.17
  3043.43	 2819.12
  3046.87	 3307.11
  3047.85	 1347.47
  3049.11	 2429.24
  3049.68	 2946.95
  3056.58	 1785.35
  3059.79	 2990.74
  3062.34	 3194.85
  3063.28	 2050.88
  3066.03	 2298.69
  3069.62	 3126.76
  3088.00	 3191.28
  3088.89	 2626.96
  3090.08	 3508.64
  3097.72	 2393.35
  3097.88	 2192.49
  3099.84	 1642.14
  3102.56	 3253.88
  3104.37	 3005.95
  3112.11	 2695.67
  3115.03	 2380.79
  3116.69	  753.20
  3119.54	 3974.55
  3126.43	 3539.46
  3131.91	 1458.43
  3132.41	 4403.65
  3134.73	 3254.56
  3139.16	 1419.65
  3139.47	 2619.13
  3141.50	 4428.56
  3142.91	 3930.31
  3145.21	 2637.66
  3145.57	 3225.78
  3146.87	  731.67
  3147.52	 3208.21
  3148.47	 3159.61
  3148.73	 3212.33
  3153.19	 3238.52
  3154.62	 2767.33
  3157.62	 1625.24
  3158.21	 2300.54
  3159.91	 4074.91
  3160.38	 4321.10
  3162.23	 2959.97
  3164.80	 3457.12
  3166.41	 2273.05
  3166.75	 2879.20
  3170.06	 2830.58
  3173.01	 1677.81
  3176.42	 1725.56
  3176.47	 3218.05
  3176.78	 4272.65
  3179.33	 4090.01
  3179.51	 2608.04
  3180.44	 1981.82
  3180.47	 2532.28
  3180.99	 1232.30
  3183.43	 3225.92
  3190.01	 2054.59
  3190.07	 3082.35
  3191.42	 2631.15
  3192.53	 2367.95
  3200.79	 2034.82
  3200.99	 1029.24
  3202.79	  712.92
  3206.83	 3149.59
  3213.44	 1717.70
  3216.39	 1347.67
  3221.24	 2790.96
  3222.83	 2169.25
  3224.19	 2952.33
  3225.39	 1676.83
  3230.39	 2355.94
  3230.48	 2830.13
  3240.02	 3124.86
  3240.26	 1966.35
  3240.99	 3132.19
  3242.05	 2604.52
  3243.02	  723.02
  3246.47	 2837.32
  3247.32	 3096.26
  3252.16	 2125.95
  3253.36	 1255.35
  3257.36	 3309.65
  3257.73	 3145.40
  3257.98	 1775.19
  3260.02	 1344.98
  3261.25	 2942.19
  3261.46	 2728.06
  3262.35	 3418.47
  3267.34	 3112.41
  3268.16	 1580.29
  3269.86	 3355.53
  3270.63	 1608.37
  3270.70	 2804.04
  3272.80	 1976.20
  3273.54	 2810.80
  3274.27	  209.94
  3276.58	 2992.11
  3280.97	 3319.86
  3281.47	 1630.97
  3286.30	  206.64
  3286.51	 2582.12
  3291.70	 1346.67
  3293.00	 1391.15
  3295.76	 2880.07
  3296.98	 3296.70
  3297.07	 1935.11
  3298.14	 2303.31
  3299.27	 2031.04
  3300.86	 2781.54
  3305.13	 3053.45
  3307.84	 2077.62
  3310.72	 2144.98
  3310.89	 2545.26
  3311.29	 2832.97
  3312.45	 2530.83
  3313.93	 1966.14
  3314.80	 2523.83
  3314.82	 3651.99
  3315.61	  589.48
  3317.04	 2518.60
  3317.14	  227.25
  3318.16	 2856.41
  3318.68	 1958.00
  3319.73	 4214.78
  3320.47	 1961.49
  3320.57	  717.58
  3320.69	 2147.30
  3323.38	 3620.23
  3329.25	 3132.84
  3329.58	 1766.37
  3330.73	 1866.46
  3333.52	 3068.76
  3339.12	 2263.69
  3340.97	 3312.67
  3341.14	 3227.55
  3341.93	 2475.72
  3342.13	 2478.71
  3342.28	 2792.85
  3343.78	 3254.00
  3344.95	  230.93
  3347.78	 1607.75
  3349.21	 2043.46
  3350.74	  788.72
  3351.81	 1384.17
  3352.53	 2560.43
  3354.42	 1467.25
  3355.02	 2807.17
  3355.75	 2287.58
  3360.30	 2111.94
  3360.37	 2321.36
  3363.32	 3257.86
  3363.67	 1686.33
  3364.88	  490.25
  3365.26	  770.01
  3365.27	 2401.88
  3367.32	 2357.69
  3369.70	 2493.06
  3371.57	 3232.57
  3372.66	 1592.30
  3373.89	 3184.62
  3379.60	 1674.97
  3383.77	 2217.55
  3385.65	 3242.07
  3387.49	 3162.63
  3387.81	 3129.76
  3388.42	 2156.85
  3388.48	 3251.93
  3388.68	 1826.20
  3392.57	 2344.72
  3394.17	 3410.88
  3394.21	 2763.28
  3397.41	 3289.60
  3398.63	 2692.75
  3400.91	 2116.09
  3402.03	 2986.28
  3403.76	 2606.91
  3404.72	 3463.25
  3406.42	 2406.13
  3406.48	 2782.57
  3409.67	 4079.91
  3411.84	 2309.83
  3412.62	 2538.82
  3413.92	 3114.78
  3414.22	 2088.75
  3417.45	 1721.09
  3420.85	 2539.77
  3423.36	 1655.46
  3426.89	 3916.94
  3428.20	 3912.09
  3429.74	 2597.24
  3431.90	 1285.83
  3432.21	 1890.42
  3433.53	 2868.07
  3440.44	 3263.53
  3444.42	 1535.41
  3445.74	 2643.53
  3447.07	 1913.89
  3448.78	 3268.64
  3456.42	 3446.64
  3457.02	 2717.61
  3459.08	 2306.85
  3459.75	 2662.39
  3463.28	 2011.88
  3463.59	 1463.97
  3464.61	 1724.80
  3464.67	 2791.15
  3466.97	 3967.53
  3467.43	 2671.17
  3468.09	 3542.93
  3468.11	 2413.89
  3468.61	 3108.41
  3469.42	 1106.66
  3471.05	 2698.83
  3472.05	 2171.40
  3473.01	 1184.19
  3476.16	 1884.74
  3477.49	 2160.84
  3478.87	 2126.05
  3483.02	 2743.67
  3485.49	 3844.67
  3489.49	 3260.16
  3490.40	 2661.79
  3496.01	 2670.28
  3500.64	 3529.13
  3500.77	 2388.63
  3505.17	 3275.70
  3506.05	  452.19
  3507.62	 3280.97
  3510.37	 3177.08
  3510.90	  367.22
  3511.53	 2614.27
  3513.50	 4077.12
  3516.08	 2052.03
  3516.43	 2015.10
  3517.66	 3917.48
  3517.99	 2740.77
  3518.49	  245.41
  3520.34	 2014.61
  3521.81	 2712.49
  3524.71	 1929.48
  3529.14	 2046.97
  3530.30	 1850.61
  3530.50	 2771.00
  3530.50	  363.66
  3538.77	 2330.70
