# Coordinates converted from [<astropy.io.fits.hdu.image.PrimaryHDU object at 0x7fe924fad850>]
84.650873    -69.099230
84.678258    -69.095006
84.737777    -69.101575
84.676746    -69.082523
84.654424    -69.085142
84.673584    -69.086800
84.676757    -69.100732
84.676814    -69.100724
84.690442    -69.106221
84.690039    -69.096514
84.669131    -69.099084
84.673682    -69.087289
84.675631    -69.098564
84.667781    -69.099829
84.676513    -69.100832
84.650058    -69.102399
84.684502    -69.101577
84.707197    -69.111959
84.678208    -69.100977
84.673388    -69.088496
84.676340    -69.100861
84.684309    -69.096280
84.680139    -69.103949
84.676566    -69.100645
84.663295    -69.105813
84.678891    -69.101274
84.676803    -69.104121
84.679724    -69.096213
84.660534    -69.106008
84.657573    -69.088876
84.650434    -69.112868
84.684842    -69.098420
84.676914    -69.100682
84.651866    -69.115950
84.685197    -69.093245
84.661975    -69.113726
84.676004    -69.107053
84.679506    -69.094410
84.738814    -69.119379
84.672223    -69.092135
84.692487    -69.104802
84.680388    -69.104531
84.683995    -69.098975
84.682177    -69.096511
84.688754    -69.096157
84.690479    -69.094040
84.676830    -69.100636
84.691094    -69.105761
84.673075    -69.099014
84.712702    -69.105676
84.677119    -69.101161
84.675016    -69.086700
84.702050    -69.092298
84.710071    -69.093882
84.673118    -69.100135
84.676519    -69.100585
84.675180    -69.102011
84.695031    -69.100813
84.713368    -69.099790
84.674038    -69.106896
84.683714    -69.098686
84.685422    -69.098660
84.675631    -69.100082
84.692356    -69.097535
84.665565    -69.106593
84.719680    -69.112018
84.677899    -69.100710
84.676278    -69.100565
84.692434    -69.097522
84.674636    -69.103396
84.677778    -69.093372
84.676810    -69.100200
84.679536    -69.103038
84.674592    -69.103932
84.651288    -69.102180
84.687431    -69.098276
84.677062    -69.100253
84.678022    -69.100620
84.670272    -69.090078
84.664260    -69.101678
84.664829    -69.085906
84.677241    -69.100834
84.678586    -69.100838
84.654006    -69.082447
84.635141    -69.089560
84.671643    -69.086730
84.648535    -69.101673
84.683762    -69.095664
84.692939    -69.099750
84.680775    -69.096419
84.690794    -69.094563
84.675507    -69.100514
84.676905    -69.101036
84.684176    -69.094932
84.677802    -69.100440
84.676463    -69.100794
84.670628    -69.098736
84.677238    -69.101204
84.712669    -69.098507
84.676653    -69.100276
84.677677    -69.100712
84.680186    -69.095007
84.677206    -69.100813
84.680011    -69.100930
84.678002    -69.098862
84.679141    -69.101349
84.677139    -69.100650
84.677846    -69.109930
84.658755    -69.095145
84.692898    -69.097563
84.665462    -69.090412
84.667502    -69.097413
84.672637    -69.092199
84.671299    -69.100382
84.691401    -69.097355
84.676690    -69.100910
84.661723    -69.103560
84.669209    -69.086546
84.677038    -69.100596
84.694158    -69.093535
84.688508    -69.096699
84.709476    -69.101200
84.677811    -69.100186
84.731796    -69.123286
84.689700    -69.095450
84.657239    -69.094788
84.692256    -69.098375
84.676898    -69.100855
84.720152    -69.103352
84.668881    -69.098026
84.675952    -69.100418
84.672352    -69.099199
84.668394    -69.095320
84.684656    -69.096269
84.677409    -69.100877
84.687268    -69.092399
84.674854    -69.108208
84.765045    -69.121324
84.680107    -69.100396
84.688284    -69.085461
84.676723    -69.101286
84.716925    -69.092677
84.673050    -69.099304
84.676535    -69.100956
84.650261    -69.104562
84.687480    -69.093939
84.693461    -69.091753
84.677093    -69.101064
84.677230    -69.101385
84.692202    -69.098500
84.669520    -69.081895
84.676031    -69.100764
84.670614    -69.099019
84.692000    -69.104285
84.677765    -69.089299
84.638050    -69.086538
84.665632    -69.102283
84.673958    -69.107768
84.675546    -69.095820
84.677728    -69.102979
84.674133    -69.105230
84.713316    -69.111446
84.678744    -69.087219
84.653764    -69.112762
84.666207    -69.102106
84.673823    -69.100070
84.680025    -69.094402
84.671642    -69.100695
84.677860    -69.093923
84.675874    -69.100436
84.650007    -69.092762
84.676551    -69.100931
84.685068    -69.087124
84.677320    -69.101361
84.685868    -69.095717
84.676262    -69.100507
84.669847    -69.099030
84.680172    -69.090796
84.676184    -69.100700
84.660619    -69.112893
84.686336    -69.095775
84.670837    -69.098514
84.677013    -69.102479
84.675202    -69.104606
84.662071    -69.090173
84.704378    -69.105431
84.693796    -69.094962
84.648868    -69.104709
84.653352    -69.098823
84.669706    -69.091777
84.671832    -69.097670
84.677353    -69.101017
84.672435    -69.103816
84.671431    -69.099430
84.691963    -69.115627
84.684792    -69.095742
84.672061    -69.104654
84.680674    -69.104775
84.749743    -69.095012
84.686055    -69.092824
84.678709    -69.091589
84.676446    -69.100764
84.745453    -69.111724
84.733586    -69.098365
84.678035    -69.100654
84.676174    -69.103321
84.667295    -69.082939
84.676870    -69.101160
84.764317    -69.109641
84.659585    -69.104716
84.680020    -69.100147
84.670287    -69.115984
84.673370    -69.082411
84.654477    -69.114054
84.665838    -69.094040
84.753144    -69.120252
84.687567    -69.085258
84.663185    -69.106909
84.658456    -69.104137
84.677338    -69.100534
84.678304    -69.099692
84.676175    -69.100408
84.674524    -69.085057
84.674034    -69.100122
84.676227    -69.101186
84.666241    -69.102529
84.664184    -69.101504
84.695543    -69.093460
84.713220    -69.094908
84.744862    -69.089989
84.676760    -69.100944
84.696603    -69.098400
84.676475    -69.101283
84.673771    -69.089718
84.676359    -69.100352
84.655999    -69.088940
84.677138    -69.100789
84.679335    -69.102090
84.674874    -69.101314
84.676935    -69.100444
84.670359    -69.101166
84.697230    -69.104909
84.675375    -69.101181
84.674878    -69.118072
84.679920    -69.093670
84.662576    -69.116360
84.680614    -69.103170
84.668869    -69.100162
84.676257    -69.100023
84.677552    -69.100734
84.675455    -69.097712
84.677930    -69.101906
84.679101    -69.101255
84.675895    -69.101270
84.677649    -69.098737
84.675674    -69.100359
84.677765    -69.102471
84.676830    -69.101691
84.676424    -69.100329
84.673671    -69.100793
84.715927    -69.096321
84.667758    -69.091094
84.676830    -69.101692
84.676428    -69.100329
84.688493    -69.103738
84.674328    -69.098398
84.675928    -69.101067
84.667756    -69.091094
84.684641    -69.099104
84.679703    -69.103138
84.685634    -69.107975
84.698854    -69.112505
84.675412    -69.102374
84.715691    -69.100311
84.640239    -69.088989
84.676648    -69.100879
84.746420    -69.106771
84.684994    -69.097089
84.663679    -69.083891
84.674995    -69.100948
84.676582    -69.098093
84.673955    -69.082638
84.677512    -69.099747
84.679488    -69.095633
84.682378    -69.098691
84.672586    -69.100601
84.675438    -69.098627
84.665298    -69.099676
84.676085    -69.100455
84.668329    -69.099754
84.666075    -69.101368
84.676653    -69.101095
84.637182    -69.095427
84.685871    -69.097829
84.690195    -69.095773
84.710930    -69.098466
84.685838    -69.086565
84.676625    -69.101019
84.677402    -69.099718
84.674083    -69.084591
84.681308    -69.100481
84.678186    -69.097883
84.673445    -69.117340
84.658779    -69.085369
84.690849    -69.086844
84.671068    -69.081317
84.696734    -69.105617
84.676180    -69.104039
84.687857    -69.090008
84.667557    -69.100440
84.674397    -69.092022
84.682329    -69.089157
84.685615    -69.094674
84.672228    -69.101778
